"No.","Time","Source","Destination","Protocol","Length","Info"
"77","2019-03-08 12:01:53","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=32/8192, ttl=64 (reply in 78)"
"78","2019-03-08 12:01:53","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=32/8192, ttl=128 (request in 77)"
"79","2019-03-08 12:01:54","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=33/8448, ttl=64 (reply in 80)"
"80","2019-03-08 12:01:54","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=33/8448, ttl=128 (request in 79)"
"81","2019-03-08 12:01:55","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=34/8704, ttl=64 (reply in 82)"
"82","2019-03-08 12:01:55","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=34/8704, ttl=128 (request in 81)"
"83","2019-03-08 12:01:56","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=35/8960, ttl=64 (reply in 84)"
"84","2019-03-08 12:01:56","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=35/8960, ttl=128 (request in 83)"
"85","2019-03-08 12:01:57","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=36/9216, ttl=64 (reply in 86)"
"86","2019-03-08 12:01:57","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=36/9216, ttl=128 (request in 85)"
"87","2019-03-08 12:01:58","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=37/9472, ttl=64 (reply in 88)"
"88","2019-03-08 12:01:58","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=37/9472, ttl=128 (request in 87)"
"89","2019-03-08 12:01:59","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=38/9728, ttl=64 (reply in 90)"
"90","2019-03-08 12:01:59","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=38/9728, ttl=128 (request in 89)"
"91","2019-03-08 12:02:00","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=39/9984, ttl=64 (reply in 92)"
"92","2019-03-08 12:02:00","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=39/9984, ttl=128 (request in 91)"
"93","2019-03-08 12:02:01","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=40/10240, ttl=64 (reply in 94)"
"94","2019-03-08 12:02:01","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=40/10240, ttl=128 (request in 93)"
"95","2019-03-08 12:02:02","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=41/10496, ttl=64 (reply in 96)"
"96","2019-03-08 12:02:02","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=41/10496, ttl=128 (request in 95)"
"97","2019-03-08 12:02:03","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=42/10752, ttl=64 (reply in 98)"
"98","2019-03-08 12:02:03","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=42/10752, ttl=128 (request in 97)"
"99","2019-03-08 12:02:04","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=43/11008, ttl=64 (reply in 100)"
"100","2019-03-08 12:02:04","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=43/11008, ttl=128 (request in 99)"
"101","2019-03-08 12:02:05","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=44/11264, ttl=64 (reply in 102)"
"102","2019-03-08 12:02:05","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=44/11264, ttl=128 (request in 101)"
"103","2019-03-08 12:02:06","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=45/11520, ttl=64 (reply in 104)"
"104","2019-03-08 12:02:06","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=45/11520, ttl=128 (request in 103)"
"105","2019-03-08 12:02:07","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=46/11776, ttl=64 (reply in 106)"
"106","2019-03-08 12:02:07","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=46/11776, ttl=128 (request in 105)"
"107","2019-03-08 12:02:08","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=47/12032, ttl=64 (reply in 108)"
"108","2019-03-08 12:02:08","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=47/12032, ttl=128 (request in 107)"
"109","2019-03-08 12:02:09","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=48/12288, ttl=64 (reply in 110)"
"110","2019-03-08 12:02:09","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=48/12288, ttl=128 (request in 109)"
"111","2019-03-08 12:02:10","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=49/12544, ttl=64 (reply in 112)"
"112","2019-03-08 12:02:10","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=49/12544, ttl=128 (request in 111)"
"113","2019-03-08 12:02:11","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=50/12800, ttl=64 (reply in 114)"
"114","2019-03-08 12:02:11","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=50/12800, ttl=128 (request in 113)"
"115","2019-03-08 12:02:12","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=51/13056, ttl=64 (reply in 116)"
"116","2019-03-08 12:02:12","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=51/13056, ttl=128 (request in 115)"
"117","2019-03-08 12:02:13","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=52/13312, ttl=64 (reply in 118)"
"118","2019-03-08 12:02:13","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=52/13312, ttl=128 (request in 117)"
"119","2019-03-08 12:02:14","Vmware_da:60:a4","Vmware_eb:e5:49","ARP","60","Who has 192.168.141.2? Tell 192.168.141.131"
"120","2019-03-08 12:02:14","Vmware_eb:e5:49","Vmware_da:60:a4","ARP","42","192.168.141.2 is at 00:50:56:eb:e5:49"
"121","2019-03-08 12:02:14","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=53/13568, ttl=64 (reply in 122)"
"122","2019-03-08 12:02:14","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=53/13568, ttl=128 (request in 121)"
"123","2019-03-08 12:02:15","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=54/13824, ttl=64 (reply in 124)"
"124","2019-03-08 12:02:15","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=54/13824, ttl=128 (request in 123)"
"125","2019-03-08 12:02:16","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=55/14080, ttl=64 (reply in 126)"
"126","2019-03-08 12:02:16","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=55/14080, ttl=128 (request in 125)"
"127","2019-03-08 12:02:17","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=56/14336, ttl=64 (reply in 128)"
"128","2019-03-08 12:02:17","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=56/14336, ttl=128 (request in 127)"
"129","2019-03-08 12:02:18","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=57/14592, ttl=64 (reply in 130)"
"130","2019-03-08 12:02:18","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=57/14592, ttl=128 (request in 129)"
"131","2019-03-08 12:02:19","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=58/14848, ttl=64 (reply in 132)"
"132","2019-03-08 12:02:19","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=58/14848, ttl=128 (request in 131)"
"133","2019-03-08 12:02:20","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=59/15104, ttl=64 (reply in 136)"
"134","2019-03-08 12:02:20","Vmware_eb:e5:49","Broadcast","ARP","42","Who has 192.168.141.131? Tell 192.168.141.2"
"135","2019-03-08 12:02:20","Vmware_da:60:a4","Vmware_eb:e5:49","ARP","60","192.168.141.131 is at 00:0c:29:da:60:a4"
"136","2019-03-08 12:02:20","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=59/15104, ttl=128 (request in 133)"
"137","2019-03-08 12:02:21","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=60/15360, ttl=64 (reply in 138)"
"138","2019-03-08 12:02:21","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=60/15360, ttl=128 (request in 137)"
"139","2019-03-08 12:02:22","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=61/15616, ttl=64 (reply in 140)"
"140","2019-03-08 12:02:22","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=61/15616, ttl=128 (request in 139)"
"141","2019-03-08 12:02:23","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=62/15872, ttl=64 (reply in 142)"
"142","2019-03-08 12:02:23","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=62/15872, ttl=128 (request in 141)"
"143","2019-03-08 12:02:24","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=63/16128, ttl=64 (reply in 144)"
"144","2019-03-08 12:02:24","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=63/16128, ttl=128 (request in 143)"
"145","2019-03-08 12:02:25","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=64/16384, ttl=64 (reply in 146)"
"146","2019-03-08 12:02:25","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=64/16384, ttl=128 (request in 145)"
"147","2019-03-08 12:02:26","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=65/16640, ttl=64 (reply in 148)"
"148","2019-03-08 12:02:26","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=65/16640, ttl=128 (request in 147)"
"149","2019-03-08 12:02:27","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=66/16896, ttl=64 (reply in 150)"
"150","2019-03-08 12:02:27","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=66/16896, ttl=128 (request in 149)"
"151","2019-03-08 12:02:28","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=67/17152, ttl=64 (reply in 152)"
"152","2019-03-08 12:02:28","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=67/17152, ttl=128 (request in 151)"
"153","2019-03-08 12:02:29","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=68/17408, ttl=64 (reply in 154)"
"154","2019-03-08 12:02:29","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=68/17408, ttl=128 (request in 153)"
"155","2019-03-08 12:02:30","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=69/17664, ttl=64 (reply in 156)"
"156","2019-03-08 12:02:30","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=69/17664, ttl=128 (request in 155)"
"157","2019-03-08 12:02:31","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=70/17920, ttl=64 (reply in 158)"
"158","2019-03-08 12:02:31","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=70/17920, ttl=128 (request in 157)"
"159","2019-03-08 12:02:32","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=71/18176, ttl=64 (reply in 160)"
"160","2019-03-08 12:02:32","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=71/18176, ttl=128 (request in 159)"
"161","2019-03-08 12:02:33","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=72/18432, ttl=64 (reply in 162)"
"162","2019-03-08 12:02:33","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=72/18432, ttl=128 (request in 161)"
"163","2019-03-08 12:02:34","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=73/18688, ttl=64 (reply in 164)"
"164","2019-03-08 12:02:34","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=73/18688, ttl=128 (request in 163)"
"165","2019-03-08 12:02:35","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=74/18944, ttl=64 (reply in 166)"
"166","2019-03-08 12:02:35","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=74/18944, ttl=128 (request in 165)"
"167","2019-03-08 12:02:36","Vmware_da:60:a4","Vmware_eb:e5:49","ARP","60","Who has 192.168.141.2? Tell 192.168.141.131"
"168","2019-03-08 12:02:36","Vmware_eb:e5:49","Vmware_da:60:a4","ARP","42","192.168.141.2 is at 00:50:56:eb:e5:49"
"169","2019-03-08 12:02:37","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=75/19200, ttl=64 (reply in 170)"
"170","2019-03-08 12:02:37","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=75/19200, ttl=128 (request in 169)"
"171","2019-03-08 12:02:38","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=76/19456, ttl=64 (reply in 172)"
"172","2019-03-08 12:02:38","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=76/19456, ttl=128 (request in 171)"
"173","2019-03-08 12:02:39","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=77/19712, ttl=64 (reply in 174)"
"174","2019-03-08 12:02:39","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=77/19712, ttl=128 (request in 173)"
"175","2019-03-08 12:02:40","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=78/19968, ttl=64 (reply in 176)"
"176","2019-03-08 12:02:40","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=78/19968, ttl=128 (request in 175)"
"177","2019-03-08 12:02:41","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=79/20224, ttl=64 (reply in 178)"
"178","2019-03-08 12:02:41","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=79/20224, ttl=128 (request in 177)"
"179","2019-03-08 12:02:42","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=80/20480, ttl=64 (reply in 180)"
"180","2019-03-08 12:02:42","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=80/20480, ttl=128 (request in 179)"
"181","2019-03-08 12:02:43","192.168.141.131","192.168.141.2","ICMP","242","Echo (ping) request  id=0x075d, seq=81/20736, ttl=64 (reply in 182)"
"182","2019-03-08 12:02:43","192.168.141.2","192.168.141.131","ICMP","242","Echo (ping) reply    id=0x075d, seq=81/20736, ttl=128 (request in 181)"
